,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
21,21,22,1,99.9498997995992,5,9859,2,🎯 Perfect Match (1/1),Step 2: Best Match,11,11,15,46,4,35,73.3%,23.9%,✅ Equal,61,22,39,5_Recombination events.csv|9859,9859,5_Recombination events.csv,4131,9180,['31'],1000,0.0002,0.02,0.1,5000,50,4130,9178,4130-9178,['31'],['1'],"['7', '22', '28', '5', '16', '38', '45', '40']",1,2,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4131-9180,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,2,❌ None
22,22,23,2,99.9498997995992,2,9898,3,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,11,68,4,61,63.6%,10.3%,✅ Equal,79,14,65,2_Recombination events.csv|9898,9898,2_Recombination events.csv,3213,7260,['40'],1000,0.0002,0.02,0.1,5000,50,3214,7262,3214-7262,['40'],"['12', '20']","['7', '44', '19', '49', '31', '23', '8', '27', '35', '48']",1,2,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3213-7260,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,3,❌ None
23,23,24,2,99.9498997995992,25,9933,1,Standard_Match,Step 1: Approximate,4,4,6,47,2,43,66.7%,8.5%,✅ Equal,53,8,45,25_Recombination events.csv|9933,9933,25_Recombination events.csv,1839,5970,"['38', '42']",1000,0.0002,0.02,0.1,5000,50,1836,5970,1836-5970,"['38', '42']","['8', '9', '35']",['33'],3,0,3,100,4131,1032.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1839-5970,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
24,24,25,3,99.9498997995992,13,9589,4,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,12,46,3,37,75.0%,19.6%,✅ Equal,58,18,40,13_Recombination events.csv|9589,9589,13_Recombination events.csv,987,9186,"['27', '35', '36']",1000,0.0002,0.02,0.1,5000,50,986,9188,986-9188,"['27', '36']",['48'],"['13', '40', '15', '26', '37', '8']",1,2,3,100,,,,,✅ Complete (2/2),59,66.7,2/2,100,3,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,987-9186,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,4,❌ None
25,25,26,4,99.9498997995992,13,9792,11,Standard_Match,Step 1: Approximate,9,9,12,46,3,37,75.0%,19.6%,✅ Equal,58,18,40,13_Recombination events.csv|9792,9792,13_Recombination events.csv,9960,10000,['46'],1000,0.0002,0.02,0.1,5000,50,9958,9999,9958-9999,['46'],"['14', '11', '48']","['7', '1', '19', '9', '4']",2,1,3,97.5,40,10,25,Exact Recombinant Match,,58.5,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,9960-10000,97.5%,100.0%,0,97.5,,,,,,,,,,100,99.7,0,1,7,0,11,❌ None
26,26,27,2,99.94984954864594,10,9923,1,Standard_Match,Step 1: Approximate,11,11,19,54,8,43,57.9%,20.4%,✅ Equal,73,22,51,10_Recombination events.csv|9923,9923,10_Recombination events.csv,3999,6105,"['11', '35']",1000,0.0002,0.02,0.1,5000,50,4000,6102,4000-6102,"['11', '35']",['49'],"['14', '12', '44']",1,3,4,99.81006647673314,2106,526.5,25,Exact Recombinant Match,,58.96201329534663,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3999-6105,99.8%,100.0%,0,99.81006647673314,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
27,27,28,2,99.94984954864594,24,9919,1,Standard_Match,Step 1: Approximate,6,6,14,53,8,47,42.9%,11.3%,✅ Equal,67,12,55,24_Recombination events.csv|9919,9919,24_Recombination events.csv,4659,9021,['2'],1000,0.0002,0.02,0.1,5000,50,4656,9022,4656-9022,['2'],['34'],"['22', '24', '28']",3,1,4,100,4362,1090.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4659-9021,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
28,28,29,1,99.94979919678715,11,10049,1,Standard_Match,Step 1: Approximate,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|10049,10049,11_Recombination events.csv,7440,10000,['7'],1000,0.0002,0.02,0.1,5000,50,7439,9996,7439-9996,['7'],"['45', '16']","['10', '25', '30', '44', '32', '40', '2', '26', '11', '31', '23', '20', '27', '41']",1,4,5,99.84375,2560,640,25,Exact Recombinant Match,,58.96875,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7440-10000,99.8%,100.0%,0,99.84375,,,,,,,,,,100,99.5,0,1,7,0,1,❌ None
29,29,30,2,99.8998998998999,14,9879,1,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,13,44,4,35,69.2%,20.5%,✅ Equal,57,18,39,14_Recombination events.csv|9879,9879,14_Recombination events.csv,4998,7317,['17'],1000,0.0002,0.02,0.1,5000,50,4998,7314,4998-7314,['17'],"['12', '5', '45', '21', '9', '36', '4']","['29', '46', '30', '38', '19', '3', '27', '48', '22', '28', '6', '49', '31', '47', '20', '7', '24', '25', '16', '50', '13', '33', '43', '37', '8', '41', '10', '1', '26', '35', '39', '42']",0,3,3,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4998-7317,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.7,0,1,1,0,1,❌ None
30,30,31,2,99.8997995991984,5,9838,10,Standard_Match,Step 1: Approximate,11,11,15,46,4,35,73.3%,23.9%,✅ Equal,61,22,39,5_Recombination events.csv|9838,9838,5_Recombination events.csv,5727,6525,['45'],1000,0.0002,0.02,0.1,5000,50,5724,6526,5724-6526,['45'],['13'],"['22', '28']",3,1,4,100,798,199.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,5727-6525,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
31,31,32,3,99.85,6,10053,3,Standard_Match,Step 1: Approximate,7,6,12,34,5,28,58.3%,17.6%,❌ Diff: RDP=7 vs Santa=6,46,13,33,6_Recombination events.csv|10053,10053,6_Recombination events.csv,2850,3927,['8'],1000,0.0002,0.02,0.1,5000,50,2852,3926,2852-3926,['8'],['23'],"['12', '4']",2,1,3,99.72144846796658,1077,269.2,25,Exact Recombinant Match,,58.94428969359332,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2850-3927,99.7%,100.0%,0,99.72144846796658,,,,,,,,,,100,99.7,0,1,7,0,3,❌ None
32,32,33,3,99.8496993987976,5,9734,11,⭐ Excellent Match (1/1),Step 2: Best Match,11,11,15,46,4,35,73.3%,23.9%,✅ Equal,61,22,39,5_Recombination events.csv|9734,9734,5_Recombination events.csv,8415,10000,['8'],1000,0.0002,0.02,0.1,5000,50,8416,9996,8416-9996,['8'],"['7', '12', '22', '28', '5', '16', '38', '45', '26', '3', '4', '41', '48']",['21'],1,4,5,99.7,,,,,🎯 Perfect (1/1),58.94,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,8415-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,99.5,0,1,2,0,11,❌ None
33,33,34,1,99.8496993987976,22,9843,"4, 5",Cross Match (Case_S1_E2E),Step 6: Cross Matches,9,7,13,48,4,41,69.2%,14.6%,❌ Diff: RDP=9 vs Santa=7,61,16,45,22_Recombination events.csv|9843,9843,22_Recombination events.csv,5007,10000,['38'],1000,0.0002,0.02,0.1,5000,50,5007,9995,5007-6996 | 8858-9995,['38'] | ['38'],"['24', '19', '40', '33', '11', '12', '27', '42'] | ['29', '35', '7', '10', '46', '16', '30', '45', '32', '49', '2', '9', '26', '31', '23', '14', '41', '39']","['22'] | ['8', '22', '25', '5', '50', '44', '34', '43', '20']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,5,4,,0,✅ Yes,✅ Yes,"4, 5",5007-10000,100.0%,100.0%,100,100,,,,,,,,,,100,99.5,5,3,4,100,"5,4",✅ Start+End
34,34,35,3,99.84954864593782,10,9912,8,✅ Complete Match (1/1),Step 2: Best Match,11,11,19,54,8,43,57.9%,20.4%,✅ Equal,73,22,51,10_Recombination events.csv|9912,9912,10_Recombination events.csv,3678,4026,['7'],1000,0.0002,0.02,0.1,5000,50,3682,4028,3682-4028,['7'],['43'],['42'],4,2,6,98.9,,,,,🎯 Perfect (1/1),58.78,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,3678-4026,98.9%,100.0%,0,98.9,,,,,,,,,,100,99.4,0,1,3,0,8,❌ None
35,35,36,2,99.84954864593782,15,9689,2,⭐ Excellent Match (1/1),Step 2: Best Match,11,11,13,54,2,43,84.6%,20.4%,✅ Equal,67,22,45,15_Recombination events.csv|9689,9689,15_Recombination events.csv,9054,10000,['47'],1000,0.0002,0.02,0.1,5000,50,9050,9998,9050-9998,['47'],"['22', '3', '2']","['5', '6', '45', '49', '31', '20', '48']",4,2,6,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9054-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,99.4,0,1,2,0,2,❌ None
36,36,37,2,99.84939759036143,11,10045,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|10045,10045,11_Recombination events.csv,9543,10000,['3'],1000,0.0002,0.02,0.1,5000,50,9544,9994,9544-9994,['3'],"['18', '6']","['12', '33', '24', '21']",1,6,7,98.5,,,,,🎯 Perfect (1/1),58.7,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,9543-10000,98.5%,100.0%,0,98.5,,,,,,,,,,100,99.3,0,1,3,0,4,❌ None
