,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
10,11,1,100,37,2381,1,🎯 Perfect Match (1/1),Step 2: Best Match,1,1,1,11,0,10,100.0%,9.1%,✅ Equal,12,2,10,37_Recombination events.csv|2381,2381,37_Recombination events.csv,2694,4122,"['21', '33', '44']",1000,0.0001,0.005,0.1,5000,50,2694,4122,2694-4122,"['33', '21', '44']","['23', '27', '14', '6', '34', '47', '22', '7', '35', '40', '31', '26', '8']","['13', '50', '32']",0,0,0,100,,,,,✅ Complete (3/3),60,100,3/3,100,3,3,3/3,100,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2694-4122,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,100,0,1,1,0,1,❌ None
11,12,1,100,39,2493,1,🎯 Perfect Match (1/1),Step 2: Best Match,4,4,4,9,0,5,100.0%,44.4%,✅ Equal,13,8,5,39_Recombination events.csv|2493,2493,39_Recombination events.csv,4452,10000,['17'],1000,0.0001,0.005,0.1,5000,50,4454,9994,4454-9994,['17'],['23'],"['21', '26', '42']",2,6,8,99.9,,,,,🎯 Perfect (1/1),58.980000000000004,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4452-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.2,0,1,1,0,1,❌ None
12,13,1,100,32,2427,1,Standard_Match,Step 1: Approximate,1,1,2,6,1,5,50.0%,16.7%,✅ Equal,8,2,6,32_Recombination events.csv|2427,2427,32_Recombination events.csv,207,8538,['9'],1000,0.0001,0.005,0.1,5000,50,204,8538,204-8538,['9'],"['43', '4', '1']",['13'],3,0,3,100,1669,417.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,207-8538,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
13,14,1,100,33,2475,1,Standard_Match,Step 1: Approximate,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4,33_Recombination events.csv|2475,2475,33_Recombination events.csv,6177,10000,['32'],1000,0.0001,0.005,0.1,5000,50,6176,9986,6176-9986,['32'],['47'],['46'],1,14,15,99.63379544860057,3823,955.8,25,Exact Recombinant Match,,56.926759089720115,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6177-10000,99.6%,100.0%,0,99.63379544860057,,,,,,,,,,100,98.5,0,1,7,0,1,❌ None
14,15,1,100,3,2418,1,🎯 Perfect Match (1/1),Step 2: Best Match,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5,3_Recombination events.csv|2418,2418,3_Recombination events.csv,5520,10000,"['2', '20', '27', '28', '32', '34', '39', '42', '44', '45', '9']",1000,0.0001,0.005,0.1,5000,50,5520,9994,5520-9994,"['39', '42', '45', '2', '34', '20', '28', '32', '27', '9', '44']","['23', '29', '14', '24', '6', '38', '25', '31', '43', '26']","['21', '13', '41']",0,6,6,99.9,,,,,✅ Complete (11/11),58.980000000000004,100,11/11,100,11,11,11/11,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5520-10000,99.9%,100.0%,0,99.9,,,,,,,,,,63.63636363636363,99.4,0,1,1,0,1,❌ None
15,16,1,100,29,2379,3,Standard_Match,Step 1: Approximate,4,4,5,11,1,7,80.0%,36.4%,✅ Equal,16,8,8,29_Recombination events.csv|2379,2379,29_Recombination events.csv,6540,10000,"['15', '29']",1000,0.0001,0.005,0.1,5000,50,6538,9998,6538-9998,"['15', '29']","['11', '45', '24', '33', '7', '28', '30', '50', '9']","['23', '36', '40', '49']",2,2,4,99.94219653179191,3460,865,25,Exact Recombinant Match,,58.98843930635839,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6540-10000,99.9%,100.0%,0,99.94219653179191,,,,,,,,,,100,99.6,0,1,7,0,3,❌ None
16,17,1,100,28,2315,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5,28_Recombination events.csv|2315,2315,28_Recombination events.csv,5871,7851,"['12', '14', '17', '20', '29', '39', '4', '43', '5', '50', '7']",1000,0.0001,0.005,0.1,5000,50,5877,7831,5877-7831,"['29', '12', '14', '39', '20', '7', '17', '5', '43', '50', '4']","['15', '42', '10', '34', '49', '19', '35', '30', '16']","['41', '2', '18', '3', '37', '40', '31', '1', '27', '8', '23', '36', '21', '25', '32', '33', '44', '48', '11', '24', '13', '38', '47', '26', '9', '45', '6', '22', '28', '46']",6,20,26,98.7,,,,,✅ Complete (11/11),56.74,100,11/11,100,11,11,11/11,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5871-7851,98.7%,100.0%,0,98.7,,,,,,,,,,63.63636363636363,97.4,0,1,3,0,1,❌ None
17,18,1,100,27,2489,2,Standard_Match,Step 1: Approximate,3,3,4,6,1,3,75.0%,50.0%,✅ Equal,10,6,4,27_Recombination events.csv|2489,2489,27_Recombination events.csv,1218,9204,"['1', '35', '44']",1000,0.0001,0.005,0.1,5000,50,1218,9204,1218-9204,"['1', '35', '44']","['21', '13']","['14', '45', '36', '34', '38', '33', '16']",0,0,0,100,2014,503.5,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1218-9204,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,2,❌ None
18,19,1,100,31,2453,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9,31_Recombination events.csv|2453,2453,31_Recombination events.csv,399,10000,"['37', '40', '5', '9']",1000,0.0001,0.005,0.1,5000,50,434,9998,434-9998,"['40', '5', '9', '37']","['23', '3', '50']",['30'],35,2,37,99.6,,,,,✅ Complete (4/4),56.92,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,399-10000,99.6%,100.0%,0,99.6,,,,,,,,,,25,96.3,0,1,3,0,1,❌ None
19,20,1,100,93,2516,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,93_Recombination events.csv|2516,2516,93_Recombination events.csv,7254,9177,"['48', '50']",1000,0.0001,0.005,0.1,5000,50,7265,9172,7265-9172,"['48', '50']","['28', '40']","['2', '43', '11', '27']",11,5,16,99.2,,,,,✅ Complete (2/2),56.84,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7254-9177,99.2%,100.0%,0,99.2,,,,,,,,,,100,98.4,0,1,2,0,1,❌ None
20,21,1,100,85,2413,1,Standard_Match,Step 1: Approximate,1,1,3,7,2,6,33.3%,14.3%,✅ Equal,10,2,8,85_Recombination events.csv|2413,2413,85_Recombination events.csv,2817,3444,"['1', '14', '21', '24', '9']",1000,0.0001,0.005,0.1,5000,50,2814,3568,2814-3568,"['14', '24', '21', '1', '9']","['41', '48', '45', '6', '13', '47', '20', '25', '35', '40', '32', '26', '44']","['23', '15', '39', '42', '10', '22', '37', '7', '17', '31', '50']",3,124,127,100,627,156.8,25,Exact Recombinant Match,,43,,,,,,,50,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,1,2817-3444,100.0%,60.0%,0,100,,,,,,,,,,60,87.3,0,1,7,0,1,❌ None
21,22,1,100,9,2494,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7,9_Recombination events.csv|2494,2494,9_Recombination events.csv,4182,9408,['31'],1000,0.0001,0.005,0.1,5000,50,4144,9402,4144-9402,['31'],"['19', '11']",['26'],38,6,44,99.9,,,,,🎯 Perfect (1/1),56.980000000000004,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4182-9408,99.9%,100.0%,0,99.9,,,,,,,,,,100,95.6,0,1,2,0,1,❌ None
22,23,1,100,84,2537,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,2,8,1,7,50.0%,12.5%,✅ Equal,10,2,8,84_Recombination events.csv|2537,2537,84_Recombination events.csv,7752,10000,"['25', '31', '37', '4', '48', '8']",1000,0.0001,0.005,0.1,5000,50,7756,9994,7756-9994,"['48', '4', '37', '25', '31', '8']","['7', '34', '42']","['43', '49', '20', '17', '35', '40', '33', '44']",4,6,10,99.6,,,,,✅ Complete (6/6),58.92,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7752-10000,99.6%,100.0%,0,99.6,,,,,,,,,,66.66666666666666,99,0,1,2,0,1,❌ None
23,24,1,100,83,2441,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9,83_Recombination events.csv|2441,2441,83_Recombination events.csv,6012,6789,"['14', '16', '27', '38', '42', '49']",1000,0.0001,0.005,0.1,5000,50,5912,6770,5912-6770,"['14', '42', '38', '49', '27', '16']","['20', '35', '11', '1']",['46'],100,19,119,97.6,,,,,✅ Complete (6/6),56.519999999999996,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6012-6789,97.6%,100.0%,0,97.6,,,,,,,,,,66.66666666666666,88.1,0,1,3,0,1,❌ None
24,25,1,100,82,2460,1,Standard_Match,Step 1: Approximate,4,4,6,6,2,2,66.7%,66.7%,✅ Equal,12,8,4,82_Recombination events.csv|2460,2460,82_Recombination events.csv,3978,10000,['44'],1000,0.0001,0.005,0.1,5000,50,3981,9997,3981-9997,['44'],"['15', '12', '11', '2', '18', '25', '33', '26', '16', '8']","['23', '48', '42', '34', '22', '17', '30', '27']",3,3,6,99.90036532713384,3978,994.5,25,Exact Recombinant Match,,58.980073065426765,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3978-10000,99.9%,100.0%,0,99.90036532713384,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
25,26,1,100,80,2513,1,Standard_Match,Step 1: Approximate,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,80_Recombination events.csv|2513,2513,80_Recombination events.csv,8181,10000,['43'],1000,0.0001,0.005,0.1,5000,50,8171,9997,8171-9997,['43'],"['2', '18', '3', '37', '1', '30', '8', '36', '33', '44', '29', '48', '11', '38', '47', '14', '42', '45', '34', '7', '17', '46']","['12', '50', '39']",10,3,13,99.83507421660252,1819,454.8,25,Exact Recombinant Match,,58.967014843320506,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8181-10000,99.8%,100.0%,0,99.83507421660252,,,,,,,,,,100,98.7,0,1,7,0,1,❌ None
26,27,1,100,92,2499,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,2,11,1,10,50.0%,9.1%,✅ Equal,13,2,11,92_Recombination events.csv|2499,2499,92_Recombination events.csv,8355,10000,"['2', '39']",1000,0.0001,0.005,0.1,5000,50,8346,9998,8346-9998,"['2', '39']",['5'],"['29', '27', '41', '25', '7', '33', '26', '44']",9,2,11,99.9,,,,,✅ Complete (2/2),58.980000000000004,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8355-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.9,0,1,2,0,1,❌ None
27,28,1,100,97,2458,1,Standard_Match,Step 1: Approximate,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5,97_Recombination events.csv|2458,2458,97_Recombination events.csv,9243,10000,"['17', '38']",1000,0.0001,0.005,0.1,5000,50,9244,9993,9244-9993,"['17', '38']","['15', '29', '11', '41', '45', '34', '47', '43', '19', '30', '46', '8', '44']","['18', '37', '20', '1', '27', '50', '23', '12', '39', '36', '25', '4', '24', '26', '14', '42', '49', '7', '5']",1,7,8,98.94319682959049,757,189.2,25,Exact Recombinant Match,,58.7886393659181,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,9243-10000,98.9%,100.0%,0,98.94319682959049,,,,,,,,,,100,99.2,0,1,7,0,1,❌ None
28,29,1,100,95,2490,"1, 2",Cross Match (Case_S1_E2E),Step 6: Cross Matches,3,2,3,7,0,5,100.0%,28.6%,❌ Diff: RDP=3 vs Santa=2,10,5,5,95_Recombination events.csv|2490,2490,95_Recombination events.csv,3963,9057,['10'],1000,0.0001,0.005,0.1,5000,50,3964,9054,3964-5947 | 5948-9054,['10'] | ['10'],"['19', '38', '26'] | ['34', '14', '40', '1']","['7', '48', '39', '44'] | ['7', '48', '39', '44']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,1.0,2.0,None,0.0,✅ Yes,✅ Yes,"1, 2",3963-9057,100.0%,100.0%,100,100,,,,,,,,,,100,99.6,5,3,4,100,"2,1",✅ Start+End
29,30,1,100,96,2461,1,Standard_Match,Step 1: Approximate,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11,96_Recombination events.csv|2461,2461,96_Recombination events.csv,5028,10000,"['13', '20', '22', '27', '31', '32', '35', '9']",1000,0.0001,0.005,0.1,5000,50,5028,9996,5028-9996,"['13', '22', '20', '35', '32', '31', '27', '9']","['41', '3']","['14', '42', '17', '28', '30']",0,4,4,99.9195494770716,4972,1243,25,Exact Recombinant Match,,58.98390989541432,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5028-10000,99.9%,100.0%,0,99.9195494770716,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
30,31,1,100,58,2493,1,🎯 Perfect Match (1/1),Step 2: Best Match,3,4,3,14,0,10,100.0%,28.6%,❌ Diff: RDP=3 vs Santa=4,17,7,10,58_Recombination events.csv|2493,2493,58_Recombination events.csv,1641,3363,"['16', '31', '32', '33', '39']",1000,0.0001,0.005,0.1,5000,50,1640,3364,1640-3364,"['39', '32', '31', '33', '16']","['34', '40']","['47', '26']",1,1,2,100,,,,,✅ Complete (5/5),59,100,5/5,100,5,5,5/5,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1641-3363,100.0%,100.0%,0,100,,,,,,,,,,60,99.8,0,1,1,0,1,❌ None
31,32,1,100,61,2526,1,Standard_Match,Step 1: Approximate,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7,61_Recombination events.csv|2526,2526,61_Recombination events.csv,7407,10000,"['35', '9']",1000,0.0001,0.005,0.1,5000,50,7408,9994,7408-9994,"['35', '9']","['7', '40']",['17'],1,6,7,99.73004242190513,2593,648.2,25,Exact Recombinant Match,,58.946008484381025,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7407-10000,99.7%,100.0%,0,99.73004242190513,,,,,,,,,,100,99.3,0,1,7,0,1,❌ None
32,33,1,100,57,2473,1,Standard_Match,Step 1: Approximate,2,2,2,12,0,10,100.0%,16.7%,✅ Equal,14,4,10,57_Recombination events.csv|2473,2473,57_Recombination events.csv,5121,7473,"['35', '46']",1000,0.0001,0.005,0.1,5000,50,5120,7469,5120-7469,"['35', '46']",['6'],"['48', '12', '18', '34', '22', '40', '43']",1,4,5,99.82993197278913,2352,588,25,Exact Recombinant Match,,58.96598639455783,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5121-7473,99.8%,100.0%,0,99.82993197278913,,,,,,,,,,100,99.5,0,1,7,0,1,❌ None
33,34,1,100,56,2473,1,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,3,11,0,8,100.0%,27.3%,✅ Equal,14,6,8,56_Recombination events.csv|2473,2473,56_Recombination events.csv,4845,10000,['1'],1000,0.0001,0.005,0.1,5000,50,4843,9999,4843-9999,['1'],['21'],['42'],2,1,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4845-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,1,❌ None
