,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
93,94,95,1,97.88306451612902,7,2604,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,7_Recombination events.csv|2604,2604,7_Recombination events.csv,7500,9342,"['24', '38']",1000,0.0002,0.005,0.1,5000,50,7500,9292,7500-9292,"['24', '38']","['41', '19', '17']",['34'],0,50,50,97.3,,,,,✅ Complete (2/2),56.46,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7500-9342,97.3%,100.0%,0,97.3,,,,,,,,,,100,95,0,1,3,0,2,❌ None
151,152,153,2,66.66666666666666,7,2580,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,7_Recombination events.csv|2580,2580,7_Recombination events.csv,1128,10000,"['39', '4', '48']",1000,0.0002,0.005,0.1,5000,50,1130,9994,1130-9994,"['48', '4', '39']","['44', '13', '11']","['30', '49', '36', '8', '46']",2,6,8,99.9,,,,,✅ Complete (3/3),58.98,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1128-10000,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,99.2,0,1,2,0,1,❌ None
46,47,48,1,100,8,2144,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,2,0,1,100.0%,50.0%,✅ Equal,3,2,1,8_Recombination events.csv|2144,2144,8_Recombination events.csv,7236,8799,"['10', '12', '21', '22', '26', '27', '28', '3', '32', '34', '39', '4', '40', '45', '46', '47', '48', '5', '8']",1000,0.0002,0.005,0.1,5000,50,7208,8778,7208-8778,"['4', '46', '39', '28', '27', '12', '21', '32', '22', '10', '8', '26', '40', '47', '45', '3', '34', '5', '48']","['29', '31', '23', '35', '44', '19']","['24', '13', '25', '16', '41', '33', '42', '1', '38', '37', '15', '6', '30', '2', '49', '36', '14', '43', '9', '50', '18', '11', '20', '7', '17']",28,21,49,98.7,,,,,✅ Complete (19/19),56.74,100,19/19,100,19,19,19/19,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7236-8799,98.7%,100.0%,0,98.7,,,,,,,,,,78.94736842105263,95.1,0,1,3,0,1,❌ None
49,50,51,1,100,9,2435,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,9_Recombination events.csv|2435,2435,9_Recombination events.csv,1854,10000,"['2', '33', '40', '43', '49', '8']",1000,0.0002,0.005,0.1,5000,50,1856,9997,1856-9997,"['2', '49', '8', '43', '40', '33']","['18', '39']","['38', '22', '31', '14', '23', '26', '37', '50', '17']",2,3,5,99.9,,,,,✅ Complete (6/6),58.98,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1854-10000,99.9%,100.0%,0,99.9,,,,,,,,,,66.66666666666666,99.5,0,1,2,0,1,❌ None
121,122,123,2,86.34422110552765,9,2415,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,9_Recombination events.csv|2415,2415,9_Recombination events.csv,8418,10000,"['10', '32', '41', '6']",1000,0.0002,0.005,0.1,5000,50,8444,9998,8444-9998,"['41', '32', '10', '6']","['18', '39']","['4', '3', '36', '20', '9', '27']",26,2,28,98.2,,,,,✅ Complete (4/4),56.64,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8418-10000,98.2%,100.0%,0,98.2,,,,,,,,,,50,97.2,0,1,3,0,2,❌ None
1,1,2,1,100,10,2490,1,Standard_Match,Step 1: Approximate,1,1,1,5,0,4,100.0%,20.0%,✅ Equal,6,2,4,10_Recombination events.csv|2490,2490,10_Recombination events.csv,1995,3954,['28'],1000,0.0002,0.005,0.1,5000,50,1995,3954,1995-3954,['28'],"['40', '29', '33', '48']",['32'],0,0,0,100,1959,489.8,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1995-3954,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,1,❌ None
2,2,3,1,100,12,2436,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,12_Recombination events.csv|2436,2436,12_Recombination events.csv,6066,10000,['6'],1000,0.0002,0.005,0.1,5000,50,6065,9980,6065-9980,['6'],"['11', '10', '20', '33', '27']","['30', '38']",1,20,21,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6066-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,97.9,0,1,2,0,1,❌ None
88,89,90,2,98.87640449438204,12,2463,2,Standard_Match,Step 1: Approximate,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,12_Recombination events.csv|2463,2463,12_Recombination events.csv,8439,10000,['18'],1000,0.0002,0.005,0.1,5000,50,8430,9966,8430-9966,['18'],"['19', '5']","['29', '25', '44', '46', '7', '21', '50', '1']",9,34,43,97.82190903267136,1561,390.2,25,Exact Recombinant Match,,56.56438180653427,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8439-10000,97.8%,100.0%,0,97.82190903267136,,,,,,,,,,100,95.7,0,1,7,0,2,❌ None
99,100,101,3,96.57814096016344,12,2404,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,12_Recombination events.csv|2404,2404,12_Recombination events.csv,3297,3915,"['30', '38']",1000,0.0002,0.005,0.1,5000,50,3346,3876,3346-3876,"['30', '38']","['4', '13', '25', '16', '31', '46', '39', '35', '28', '27', '33', '12', '42', '1', '23', '21', '15', '19', '32', '29', '22', '36', '10', '14', '8', '40', '44', '9', '50', '18', '47', '11', '20', '34', '7', '5', '17']",['37'],49,39,88,85.8,,,,,✅ Complete (2/2),54.16,100,2/2,100,2,2,2/2,70,95.3,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3297-3915,85.8%,100.0%,0,85.8,,,,,,,,,,100,91.2,0,1,3,0,4,❌ None
188,190,191,4,50,12,2300,3,Case_E_Start_End,Step 1: Approximate,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,12_Recombination events.csv|2300,2300,12_Recombination events.csv,2325,10000,['2'],1000,0.0002,0.005,0.1,5000,50,26,2326,26-2326,['2'],"['48', '24', '45', '41']","['4', '13', '25', '16', '31', '46', '39', '35', '28', '27', '33', '12', '42', '1', '23', '21', '15', '19', '32', '37', '29', '22', '36', '10', '14', '8', '43', '40', '44', '9', '50', '18', '47', '11', '20', '34', '7', '5', '17']",2299,7674,9973,0.013029315960912,2325,581.2,25,Exact Recombinant Match,,33.00260586319219,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2325-10000,0.0%,100.0%,0,0.013029315960912,,,,,,,,,,100,0,0,1,8,0,3,❌ None
3,3,4,1,100,13,2398,1,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,4,6,2,4,50.0%,33.3%,✅ Equal,10,4,6,13_Recombination events.csv|2398,2398,13_Recombination events.csv,6180,9645,['46'],1000,0.0002,0.005,0.1,5000,50,6183,9643,6183-9643,['46'],"['2', '10', '41', '20', '15']","['47', '14', '38', '40', '26', '9']",3,2,5,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6180-9645,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.5,0,1,1,0,1,❌ None
217,219,220,2,48.39195979899497,13,2410,3,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,2,2,4,6,2,4,50.0%,33.3%,✅ Equal,10,4,6,13_Recombination events.csv|2410,2410,13_Recombination events.csv,4224,6777,"['1', '12', '13', '16', '19', '21', '23', '24', '27', '28', '31', '34', '37', '39', '42', '44', '45', '48', '5', '50', '6', '7', '8']",1000,0.0002,0.005,0.1,5000,50,4236,6802,4236-6802,['4'],"['29', '22', '49', '43', '35', '33', '32']","['13', '24', '16', '31', '39', '28', '27', '42', '12', '1', '23', '37', '21', '19', '6', '8', '44', '50', '45', '34', '7', '5', '48']",,,,,2553,638.2,25,,,5,,,,23,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,3,3,,,,,3,4224-6777,,,0,0,13_Recombination events.csv,Major_Exact_Match,"['13', '24', '16', '31', '39', '28', '27', '42', '12', '1', '23', '37', '21', '19', '6', '8', '44', '50', '45', '34', '7', '5', '48']","Start_Start, End_End",2,18.5,37,,,0,96.3,0,4,1,0,3,❌ None
8,8,9,1,100,14,2508,1,Standard_Match,Step 1: Approximate,4,4,7,9,3,5,57.1%,44.4%,✅ Equal,16,8,8,14_Recombination events.csv|2508,2508,14_Recombination events.csv,4809,10000,['43'],1000,0.0002,0.005,0.1,5000,50,4810,9998,4810-9998,['43'],"['44', '9', '20']","['13', '31', '14', '34', '27', '32']",1,2,3,99.94220766711616,4809,1202.2,25,Exact Recombinant Match,,58.988441533423234,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4809-10000,99.9%,100.0%,0,99.94220766711616,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
56,57,58,2,99.94984954864594,14,2504,3,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,7,9,3,5,57.1%,44.4%,✅ Equal,16,8,8,14_Recombination events.csv|2504,2504,14_Recombination events.csv,606,10000,['21'],1000,0.0002,0.005,0.1,5000,50,607,9997,607-9997,['21'],"['2', '16']",['17'],1,3,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,606-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,2,0,3,❌ None
215,217,218,3,48.74623871614844,14,2497,5,✅ Complete Match (1/1),Step 2: Best Match,4,4,7,9,3,5,57.1%,44.4%,✅ Equal,16,8,8,14_Recombination events.csv|2497,2497,14_Recombination events.csv,4506,6714,"['22', '35', '50', '7']",1000,0.0002,0.005,0.1,5000,50,4530,6710,4530-6710,"['50', '22', '7', '35']","['44', '9', '20']",['42'],24,4,28,98.7,,,,,✅ Complete (4/4),56.74,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4506-6714,98.7%,100.0%,0,98.7,,,,,,,,,,0,97.2,0,1,3,0,5,❌ None
216,218,219,4,48.495486459378135,14,2425,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,7,9,3,5,57.1%,44.4%,✅ Equal,16,8,8,14_Recombination events.csv|2425,2425,14_Recombination events.csv,6738,7857,"['17', '21']",1000,0.0002,0.005,0.1,5000,50,6734,7886,6734-7886,"['21', '17']","['4', '24', '25', '46', '39', '41', '33', '12', '1', '38', '37', '19', '6', '30', '49', '8', '26', '18', '47', '45']","['13', '31', '3', '36', '14', '23', '34', '5', '27', '32']",4,29,33,100,,,,,✅ Complete (2/2),57,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6738-7857,100.0%,100.0%,0,100,,,,,,,,,,0,96.7,0,1,3,0,2,❌ None
4,4,5,1,100,15,2458,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,15_Recombination events.csv|2458,2458,15_Recombination events.csv,2400,5397,['33'],1000,0.0002,0.005,0.1,5000,50,2394,5396,2394-5396,['33'],"['44', '36', '19', '35', '21', '28', '27', '12']","['22', '16', '10', '14', '43', '5', '50', '9', '42', '32']",6,1,7,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2400-5397,100.0%,100.0%,0,100,,,,,,,,,,100,99.3,0,1,2,0,1,❌ None
189,191,192,2,50,15,2192,2,Case_E_Start_End,Step 1: Approximate,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,15_Recombination events.csv|2192,2192,15_Recombination events.csv,7896,10000,['23'],1000,0.0002,0.005,0.1,5000,50,3,7896,3-7896,['23'],"['13', '4', '24', '25', '16', '31', '46', '39', '41', '35', '28', '27', '33', '12', '42', '1', '38', '21', '15', '19', '32', '37', '29', '30', '2', '22', '49', '36', '10', '14', '8', '43', '26', '40', '44', '9', '50', '47', '45', '3', '20', '34', '5', '7', '48', '17']","['18', '11', '6']",7893,2104,9997,0,2104,526,25,Exact Recombinant Match,,33,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7896-10000,,100.0%,0,0,,,,,,,,,,100,0,0,1,8,0,2,❌ None
9,9,10,1,100,16,2456,1,Standard_Match,Step 1: Approximate,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,16_Recombination events.csv|2456,2456,16_Recombination events.csv,3072,10000,['9'],1000,0.0002,0.005,0.1,5000,50,3064,9996,3064-9996,['9'],"['18', '11', '14', '5', '19', '32']","['13', '34', '43']",8,4,12,99.94226327944573,3072,768,25,Exact Recombinant Match,,58.98845265588915,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3072-10000,99.9%,100.0%,0,99.94226327944573,,,,,,,,,,100,98.8,0,1,7,0,1,❌ None
133,134,135,2,81.07287449392713,16,2428,3,Case_F_Start_Start,Step 1: Approximate,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,16_Recombination events.csv|2428,2428,16_Recombination events.csv,5073,6456,['6'],1000,0.0002,0.005,0.1,5000,50,5056,6087,5056-6087,['6'],['23'],"['24', '30', '25', '22', '31', '45', '46', '20', '39', '41', '48', '44', '28', '42', '12', '1']",17,369,386,73.31887201735357,1383,345.8,25,Exact Recombinant Match,,49.66377440347071,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,5073-6456,73.3%,100.0%,0,73.31887201735357,,,,,,,,,,100,61.4,0,1,8,0,3,❌ None
225,227,228,3,30,16,2253,2,Case_E_Start_End,Step 1: Approximate,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,16_Recombination events.csv|2253,2253,16_Recombination events.csv,705,5307,"['11', '14', '18', '19', '26', '29', '32', '36', '5', '9']",1000,0.0002,0.005,0.1,5000,50,706,1371,706-1371,"['29', '18', '11', '36', '14', '19', '5', '26', '9', '32']","['2', '16', '47', '15', '3', '10', '8', '40', '37', '21', '17']","['4', '13', '24', '25', '31', '46', '39', '41', '35', '33', '28', '42', '12', '1', '23', '38', '6', '30', '22', '49', '43', '44', '50', '45', '20', '34', '7', '48']",1,3936,3937,14.450239026510214,4602,1150.5,25,Exact Recombinant Match,,23.890047805302043,,,,,,,30,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,2,705-5307,14.5%,60.0%,0,14.450239026510214,,,,,,,,,,60,0,0,1,8,0,2,❌ None
70,71,72,1,99.8489425981873,17,2422,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,5,0,1,100.0%,80.0%,✅ Equal,9,8,1,17_Recombination events.csv|2422,2422,17_Recombination events.csv,3327,10000,"['20', '42']",1000,0.0002,0.005,0.1,5000,50,3328,9991,3328-9991,"['20', '42']",['13'],"['4', '36']",1,9,10,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3327-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99,0,1,2,0,2,❌ None
