,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
50,50,51,4,99.84984984984985,3,4913,1,Standard_Match,Step 1: Approximate,6,6,11,28,5,22,54.5%,21.4%,✅ Equal,39,12,27,3_Recombination events.csv|4913,4913,3_Recombination events.csv,2883,10000,"['30', '8']",1000,0.0002,0.01,0.1,5000,50,2884,9997,2884-9997,"['30', '8']",['26'],['29'],1,3,4,99.94379654348742,2883,720.8,25,Exact Recombinant Match,,58.98875930869748,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2883-10000,99.9%,100.0%,0,99.94379654348742,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
51,51,52,3,99.84984984984985,3,4920,2,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,11,28,5,22,54.5%,21.4%,✅ Equal,39,12,27,3_Recombination events.csv|4920,4920,3_Recombination events.csv,7014,10000,['48'],1000,0.0002,0.01,0.1,5000,50,7014,9996,7014-9996,['48'],['31'],"['10', '12', '25', '37', '2']",0,4,4,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7014-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.6,0,1,1,0,2,❌ None
183,185,186,5,49.59959959959959,3,4901,3,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,11,28,5,22,54.5%,21.4%,✅ Equal,39,12,27,3_Recombination events.csv|4901,4901,3_Recombination events.csv,7269,10000,"['27', '48']",1000,0.0002,0.01,0.1,5000,50,7268,9992,7268-9992,['27'],"['6', '42', '24', '36']","['29', '37']",1,8,9,99.7,,,,,🎯 Perfect (1/1),58.94,50,1/1,100,2,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7269-10000,99.7%,100.0%,0,99.7,,,,,,,,,,0,99.1,0,1,2,0,3,❌ None
218,220,221,6,0,3,4625,9,Case_A_End_End,Step 1: Approximate,6,6,11,28,5,22,54.5%,21.4%,✅ Equal,39,12,27,3_Recombination events.csv|4625,4625,3_Recombination events.csv,6687,9150,"['22', '23', '38']",1000,0.0002,0.01,0.1,5000,50,1954,9130,1954-9130,"['23', '38', '22']","['21', '41', '6', '31', '40', '11', '16', '24', '28', '36', '35', '50', '17', '15', '42', '34', '19']","['44', '14', '20', '45']",4733,20,4753,99.18798213560696,2463,615.8,25,Exact Recombinant Match,,22.8375964271214,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,9,6687-9150,99.2%,,0,99.18798213560696,,,,,,,,,,0,0,0,1,8,0,9,❌ None
33,33,34,1,99.94994994994994,4,5034,3,Standard_Match,Step 1: Approximate,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|5034,5034,4_Recombination events.csv,7275,9117,['33'],1000,0.0002,0.01,0.1,5000,50,7274,9116,7274-9116,['33'],"['7', '21', '1']",['38'],1,1,2,99.9457111834962,1842,460.5,25,Exact Recombinant Match,,58.98914223669924,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7275-9117,99.9%,100.0%,0,99.9457111834962,,,,,,,,,,100,99.8,0,1,7,0,3,❌ None
68,69,70,2,99.5995995995996,4,5097,8,Standard_Match,Step 1: Approximate,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|5097,5097,4_Recombination events.csv,195,10000,['43'],1000,0.0002,0.01,0.1,5000,50,196,9992,196-9992,['43'],['47'],"['39', '30', '41', '31', '44', '2']",1,8,9,99.90821009688932,195,48.8,25,Exact Recombinant Match,,58.98164201937787,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,195-10000,99.9%,100.0%,0,99.90821009688932,,,,,,,,,,100,99.1,0,1,7,0,8,❌ None
133,134,135,3,66.31631631631632,4,4981,2,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|4981,4981,4_Recombination events.csv,2064,10000,"['11', '12', '20', '28', '5', '6']",1000,0.0002,0.01,0.1,5000,50,2070,9998,2070-9998,"['5', '6', '11', '20', '28', '12']",['38'],"['45', '7', '29', '9', '40', '37', '4', '36', '23', '13', '27', '18', '47']",6,2,8,99.9,,,,,✅ Complete (6/6),58.98,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2064-10000,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,99.2,0,1,2,0,2,❌ None
140,142,143,4,61.498998998999,4,4709,6,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|4709,4709,4_Recombination events.csv,5997,8775,"['19', '22', '25', '49']",1000,0.0002,0.01,0.1,5000,50,6012,8781,6012-8781,"['25', '49', '22', '19']",['34'],"['32', '8', '15']",15,6,21,99.5,,,,,✅ Complete (4/4),56.900000000000006,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5997-8775,99.5%,100.0%,0,99.5,,,,,,,,,,25,97.9,0,1,2,0,6,❌ None
142,144,145,5,60.69819819819819,4,4943,7,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|4943,4943,4_Recombination events.csv,2415,6966,"['14', '24', '26', '42']",1000,0.0002,0.01,0.1,5000,50,2414,7002,2414-7002,"['42', '26', '14', '24']","['7', '29', '6', '23', '12', '18', '47', '45', '5', '40', '11', '20', '4', '36', '13', '37', '9', '28', '27']",['10'],1,36,37,100,,,,,✅ Complete (4/4),57,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,2415-6966,100.0%,100.0%,0,100,,,,,,,,,,25,96.3,0,1,2,0,7,❌ None
163,165,166,6,50,4,5061,1,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|5061,5061,4_Recombination events.csv,2550,8967,"['16', '17', '3', '48']",1000,0.0002,0.01,0.1,5000,50,2550,8968,2550-8968,"['3', '48', '16', '17']","['21', '1']","['5', '6', '11', '20', '28', '12', '38']",0,1,1,100,,,,,✅ Complete (4/4),59,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2550-8967,100.0%,100.0%,0,100,,,,,,,,,,0,99.9,0,1,1,0,1,❌ None
184,186,187,7,49.59959959959959,4,5075,5,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,8,15,1,8,87.5%,46.7%,✅ Equal,23,14,9,4_Recombination events.csv|5075,5075,4_Recombination events.csv,5475,10000,"['1', '21']",1000,0.0002,0.01,0.1,5000,50,5474,9992,5474-9992,"['21', '1']",['7'],"['44', '2', '30', '41']",1,8,9,99.8,,,,,✅ Complete (2/2),58.96,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,5475-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0,99.1,0,1,1,0,5,❌ None
223,0,1,1,100,5,4973,5,Standard_Match,Step 1: Approximate,5,4,10,18,5,14,50.0%,22.2%,❌ Diff: RDP=5 vs Santa=4,28,9,19,5_Recombination events.csv|4973,4973,5_Recombination events.csv,5316,7842,['39'],1000,0.0002,0.01,0.1,5000,50,5314,7842,5314-7842,['39'],"['35', '21', '20', '15']","['13', '1', '24', '22']",2,0,2,100,2526,631.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,5316-7842,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,5,❌ None
360,137,138,2,64.61255845023379,5,4715,8,✅ Complete Match (1/1),Step 2: Best Match,5,4,10,18,5,14,50.0%,22.2%,❌ Diff: RDP=5 vs Santa=4,28,9,19,5_Recombination events.csv|4715,4715,5_Recombination events.csv,2838,5157,"['1', '11', '13', '17', '18', '22', '24', '39', '4', '43', '5', '7', '8']",1000,0.0002,0.01,0.1,5000,50,2796,5158,2796-5158,"['7', '18', '17']","['30', '43', '46', '8', '11', '26']","['39', '5', '21', '3', '40', '20', '10', '4', '16', '24', '28', '35', '13', '22', '15', '42', '25', '1']",42,1,43,100,,,,,✅ Complete (3/3),57,23.1,3/3,100,13,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,2838-5157,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,95.7,0,1,3,0,8,❌ None
393,170,171,3,49.74949899799599,5,4806,"2, 4",Cross Match (Case_S1_E2E),Step 6: Cross Matches,5,4,10,18,5,14,50.0%,22.2%,❌ Diff: RDP=5 vs Santa=4,28,9,19,5_Recombination events.csv|4806,4806,5_Recombination events.csv,7668,10000,"['11', '43', '8']",1000,0.0002,0.01,0.1,5000,50,7670,9995,7670-9236 | 9237-9995,"['8', '11', '43'] | ['8', '11', '43']","['41', '6', '50', '48', '12', '2', '33'] | ['39', '24', '13', '22', '1']","['26', '30', '46'] | ['26', '30', '46']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,2,4,,0,✅ Yes,✅ Yes,"2, 4",7668-10000,100.0%,100.0%,100,100,,,,,,,,,,0,99.3,5,3,4,100,"4,2",✅ Start+End
394,171,172,4,49.6993987975952,5,4961,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,4,10,18,5,14,50.0%,22.2%,❌ Diff: RDP=5 vs Santa=4,28,9,19,5_Recombination events.csv|4961,4961,5_Recombination events.csv,5172,10000,"['19', '31']",1000,0.0002,0.01,0.1,5000,50,5168,9996,5168-9996,"['31', '19']","['5', '4']","['49', '9']",4,4,8,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5172-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.2,0,1,1,0,1,❌ None
225,2,3,1,100,6,5019,1,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|5019,5019,6_Recombination events.csv,4650,10000,['41'],1000,0.0002,0.01,0.1,5000,50,4651,9999,4651-9999,['41'],"['39', '20', '36', '35', '34']","['30', '46', '47', '37', '32', '22', '18', '1']",1,1,2,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4650-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,1,❌ None
264,41,42,2,99.9498997995992,6,4943,4,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|4943,4943,6_Recombination events.csv,3252,3927,['28'],1000,0.0002,0.01,0.1,5000,50,3254,3926,3254-3926,['28'],"['6', '14', '31', '16']",['49'],2,1,3,99.6,,,,,🎯 Perfect (1/1),58.92,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3252-3927,99.6%,100.0%,0,99.6,,,,,,,,,,100,99.7,0,1,2,0,4,❌ None
283,60,61,3,99.6993987975952,6,4898,7,Standard_Match,Step 1: Approximate,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|4898,4898,6_Recombination events.csv,7482,8754,['45'],1000,0.0002,0.01,0.1,5000,50,7482,8762,7482-8762,['45'],"['44', '5', '23', '8']","['30', '46', '47', '37', '32', '22', '18', '1']",0,8,8,100,1272,318,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,7482-8754,100.0%,100.0%,0,100,,,,,,,,,,100,99.2,0,1,7,0,7,❌ None
298,75,76,4,98.29659318637276,6,4908,5,Standard_Match,Step 1: Approximate,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|4908,4908,6_Recombination events.csv,3507,5337,"['3', '38', '48']",1000,0.0002,0.01,0.1,5000,50,3476,5332,3476-5332,"['3', '38', '48']","['44', '5', '23', '8']",['42'],31,5,36,99.72677595628416,1830,457.5,25,Exact Recombinant Match,,56.94535519125684,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,3507-5337,99.7%,100.0%,0,99.72677595628416,,,,,,,,,,100,96.4,0,1,7,0,5,❌ None
337,114,115,5,74.8496993987976,6,4762,2,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|4762,4762,6_Recombination events.csv,7467,10000,"['11', '12', '29', '3', '38', '4', '42', '48', '9']",1000,0.0002,0.01,0.1,5000,50,7468,9996,7468-9996,"['42', '3', '38', '48']","['39', '21', '41', '20', '36', '35', '27', '17', '34']","['45', '29', '30', '9', '46', '47', '11', '37', '4', '32', '22', '12', '18', '1']",1,4,5,99.8,,,,,✅ Complete (4/4),58.96,44.4,4/4,100,9,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7467-10000,99.8%,100.0%,0,99.8,,,,,,,,,,50,99.5,0,1,1,0,2,❌ None
355,132,133,6,66.46626586506346,6,5015,3,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|5015,5015,6_Recombination events.csv,867,1617,"['17', '21', '27']",1000,0.0002,0.01,0.1,5000,50,862,1616,862-1616,"['27', '21', '17']",['26'],"['39', '20', '36', '35', '34']",5,1,6,99.9,,,,,✅ Complete (3/3),58.98,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,867-1617,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,99.4,0,1,2,0,3,❌ None
397,174,175,7,49.34869739478958,6,4895,6,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,6_Recombination events.csv|4895,4895,6_Recombination events.csv,3972,10000,"['3', '38', '44', '48']",1000,0.0002,0.01,0.1,5000,50,3974,9987,3974-9987,['44'],"['29', '9', '11', '4', '12']","['5', '23', '8']",2,13,15,99.8,,,,,🎯 Perfect (1/1),56.96,25,1/1,100,4,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3972-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0,98.5,0,1,2,0,6,❌ None
236,13,14,1,100,7,5132,5,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,12,27,3,18,75.0%,33.3%,✅ Equal,39,18,21,7_Recombination events.csv|5132,5132,7_Recombination events.csv,4581,9390,['25'],1000,0.0002,0.01,0.1,5000,50,4582,9390,4582-9390,['25'],['16'],"['30', '40', '23', '42', '18', '34']",1,0,1,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4581-9390,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,1,0,5,❌ None
280,57,58,2,99.7997997997998,7,5081,1,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,12,27,3,18,75.0%,33.3%,✅ Equal,39,18,21,7_Recombination events.csv|5081,5081,7_Recombination events.csv,6051,10000,"['44', '48']",1000,0.0002,0.01,0.1,5000,50,6052,9996,6052-9996,"['44', '48']",['49'],"['39', '43', '11', '24', '10', '20', '38', '2']",1,4,5,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6051-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.5,0,1,1,0,1,❌ None
