,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
98,99,1,98.66255144032922,8,4903,4,Standard_Match,Step 1: Approximate,4,4,5,29,1,25,80.0%,13.8%,✅ Equal,34,8,26,8_Recombination events.csv|4903,4903,8_Recombination events.csv,8190,10000,['38'],1000,0.000025,0.01,0.1,5000,50,8218,9974,8218-9974,['38'],"['45', '5']","['27', '40', '24', '6', '4', '7']",28,26,54,97.01657458563537,1810,452.5,25,Exact Recombinant Match,,56.40331491712708,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8190-10000,97.0%,100.0%,0,97.01657458563537,,,,,,,,,,100,94.6,0,1,7,0,4,❌ None
99,100,2,98.62385321100919,53,5054,2,Standard_Match,Step 1: Approximate,5,5,6,22,1,17,83.3%,22.7%,✅ Equal,28,10,18,53_Recombination events.csv|5054,5054,53_Recombination events.csv,4092,5658,['9'],1000,0.000025,0.01,0.1,5000,50,4048,5660,4048-5660,['9'],['2'],['46'],44,2,46,100,1566,391.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4092-5658,100.0%,100.0%,0,100,,,,,,,,,,100,95.4,0,1,7,0,2,❌ None
100,101,1,98.53238866396762,70,5003,5,✅ Complete Match (1/1),Step 2: Best Match,6,6,8,20,2,14,75.0%,30.0%,✅ Equal,28,12,16,70_Recombination events.csv|5003,5003,70_Recombination events.csv,2343,10000,['38'],1000,0.000025,0.01,0.1,5000,50,2342,9960,2342-9960,['38'],"['22', '20', '16', '6', '36', '43', '31', '4']",['5'],1,40,41,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,2343-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,95.9,0,1,3,0,5,❌ None
101,102,2,98.48942598187311,27,4994,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,4,21,1,18,75.0%,14.3%,✅ Equal,25,6,19,27_Recombination events.csv|4994,4994,27_Recombination events.csv,6231,10000,['4'],1000,0.000025,0.01,0.1,5000,50,6226,9968,6226-9968,['4'],"['7', '47']","['5', '21', '20', '50', '37', '13', '19']",5,32,37,99.2,,,,,🎯 Perfect (1/1),56.84,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6231-10000,99.2%,100.0%,0,99.2,,,,,,,,,,100,96.3,0,1,2,0,2,❌ None
102,103,5,98.48942598187311,81,4808,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,8,17,0,9,100.0%,47.1%,✅ Equal,25,16,9,81_Recombination events.csv|4808,4808,81_Recombination events.csv,8589,8781,['6'],1000,0.000025,0.01,0.1,5000,50,8590,8817,8590-8817,['6'],['41'],"['21', '29', '20', '11', '1']",1,36,37,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,8589-8781,99.5%,100.0%,0,99.5,,,,,,,,,,100,96.3,0,1,3,0,6,❌ None
103,104,2,98.47560975609755,19,4756,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,19_Recombination events.csv|4756,4756,19_Recombination events.csv,3723,5871,['8'],1000,0.000025,0.01,0.1,5000,50,3762,5864,3762-5864,['8'],"['35', '21', '38']","['18', '46', '47', '3', '20', '39', '42', '14', '23']",39,7,46,97.9,,,,,🎯 Perfect (1/1),56.58,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3723-5871,97.9%,100.0%,0,97.9,,,,,,,,,,100,95.4,0,1,3,0,2,❌ None
104,105,1,98.45520082389288,2,4986,2,Standard_Match,Step 1: Approximate,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,2_Recombination events.csv|4986,4986,2_Recombination events.csv,2253,7698,['39'],1000,0.000025,0.01,0.1,5000,50,2306,7692,2306-7692,['39'],"['32', '6']","['18', '40', '46', '48', '13', '4']",53,6,59,98.91643709825529,4555,1138.8,25,Exact Recombinant Match,,56.78328741965106,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2253-7698,98.9%,100.0%,0,98.91643709825529,,,,,,,,,,100,94.1,0,1,7,0,2,❌ None
105,106,1,98.44533600802407,57,4790,4,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,7,29,2,24,71.4%,17.2%,✅ Equal,36,10,26,57_Recombination events.csv|4790,4790,57_Recombination events.csv,6354,10000,['50'],1000,0.000025,0.01,0.1,5000,50,6370,9982,6370-9982,['50'],"['2', '13']","['29', '17', '26', '36', '33']",16,18,34,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6354-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,96.6,0,1,2,0,4,❌ None
106,107,3,98.44221105527639,11,5015,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,7,14,2,9,71.4%,35.7%,✅ Equal,21,10,11,11_Recombination events.csv|5015,5015,11_Recombination events.csv,507,10000,['33'],1000,0.000025,0.01,0.1,5000,50,504,9967,504-9967,['33'],"['3', '23']","['15', '25']",3,33,36,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,507-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,96.4,0,1,3,0,5,❌ None
107,108,2,98.4359233097881,87,4992,4,Standard_Match,Step 1: Approximate,9,7,10,25,1,18,90.0%,28.0%,❌ Diff: RDP=9 vs Santa=7,35,16,19,87_Recombination events.csv|4992,4992,87_Recombination events.csv,3288,10000,['16'],1000,0.000025,0.01,0.1,5000,50,3290,9962,3290-9962,['16'],"['4', '9']","['23', '25']",2,38,40,99.40405244338498,3288,822,25,Exact Recombinant Match,,56.880810488677,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3288-10000,99.4%,100.0%,0,99.40405244338498,,,,,,,,,,100,96,0,1,7,0,4,❌ None
108,109,2,98.27044025157232,65,4988,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8,65_Recombination events.csv|4988,4988,65_Recombination events.csv,432,1911,['31'],1000,0.000025,0.01,0.1,5000,50,490,1932,490-1932,['31'],"['10', '42']","['20', '37', '32', '19']",58,21,79,96.1,,,,,🎯 Perfect (1/1),56.22,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,432-1911,96.1%,100.0%,0,96.1,,,,,,,,,,100,92.1,0,1,3,0,1,❌ None
109,110,2,98.17813765182187,70,4981,2,Standard_Match,Step 1: Approximate,6,6,8,20,2,14,75.0%,30.0%,✅ Equal,28,12,16,70_Recombination events.csv|4981,4981,70_Recombination events.csv,3102,4803,['31'],1000,0.000025,0.01,0.1,5000,50,3101,4850,3101-4850,['31'],"['18', '38', '28', '12', '23', '15', '49', '7', '9']","['22', '4', '36', '6']",1,47,48,100,1701,425.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3102-4803,100.0%,100.0%,0,100,,,,,,,,,,100,95.2,0,1,7,0,2,❌ None
110,111,1,98.13508064516128,6,4920,2,Standard_Match,Step 1: Approximate,8,7,8,21,0,14,100.0%,33.3%,❌ Diff: RDP=8 vs Santa=7,29,15,14,6_Recombination events.csv|4920,4920,6_Recombination events.csv,6765,10000,['13'],1000,0.000025,0.01,0.1,5000,50,6766,9956,6766-9956,['13'],['17'],"['5', '22', '34', '30']",1,44,45,98.60896445131375,3235,808.8,25,Exact Recombinant Match,,56.72179289026275,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6765-10000,98.6%,100.0%,0,98.60896445131375,,,,,,,,,,100,95.5,0,1,7,0,2,❌ None
111,112,1,98.08467741935485,40,4954,3,Standard_Match,Step 1: Approximate,3,3,3,15,0,12,100.0%,20.0%,✅ Equal,18,6,12,40_Recombination events.csv|4954,4954,40_Recombination events.csv,1737,2214,['16'],1000,0.000025,0.01,0.1,5000,50,1713,2236,1713-2236,['16'],['34'],['4'],24,22,46,100,477,119.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1737-2214,100.0%,100.0%,0,100,,,,,,,,,,100,95.4,0,1,7,0,3,❌ None
112,113,2,98.03719008264463,13,4884,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,13_Recombination events.csv|4884,4884,13_Recombination events.csv,3468,5250,"['13', '20']",1000,0.000025,0.01,0.1,5000,50,3520,5232,3520-5232,"['13', '20']",['17'],['21'],52,18,70,96.1,,,,,✅ Complete (2/2),56.22,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3468-5250,96.1%,100.0%,0,96.1,,,,,,,,,,100,93,0,1,3,0,2,❌ None
113,114,1,97.98792756539235,61,4971,5,Standard_Match,Step 1: Approximate,5,5,5,23,0,18,100.0%,21.7%,✅ Equal,28,10,18,61_Recombination events.csv|4971,4971,61_Recombination events.csv,7590,10000,['10'],1000,0.000025,0.01,0.1,5000,50,7584,9960,7584-9960,['10'],['24'],"['36', '50']",6,40,46,98.3402489626556,2410,602.5,25,Exact Recombinant Match,,56.66804979253112,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,7590-10000,98.3%,100.0%,0,98.3402489626556,,,,,,,,,,100,95.4,0,1,7,0,5,❌ None
114,115,2,97.79338014042126,45,4914,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,26,0,21,100.0%,19.2%,✅ Equal,31,10,21,45_Recombination events.csv|4914,4914,45_Recombination events.csv,2355,10000,"['17', '3']",1000,0.000025,0.01,0.1,5000,50,2354,9954,2354-9954,"['17', '3']",['16'],"['10', '28']",1,46,47,99.4,,,,,✅ Complete (2/2),56.88,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,2355-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,95.3,0,1,3,0,5,❌ None
115,116,2,97.78225806451613,6,4746,3,Standard_Match,Step 1: Approximate,8,7,8,21,0,14,100.0%,33.3%,❌ Diff: RDP=8 vs Santa=7,29,15,14,6_Recombination events.csv|4746,4746,6_Recombination events.csv,4152,10000,['18'],1000,0.000025,0.01,0.1,5000,50,4156,9952,4156-9952,['18'],"['5', '21', '20', '26', '16', '15', '44', '9', '42', '2', '12', '38', '22', '34', '3', '48', '43', '25', '30', '7']",['28'],4,48,52,99.11080711354309,4152,1038,25,Exact Recombinant Match,,56.82216142270862,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,4152-10000,99.1%,100.0%,0,99.11080711354309,,,,,,,,,,100,94.8,0,1,7,0,3,❌ None
116,117,1,97.72497472194135,95,4936,"3, 4",Cross Match (Case_S1_E2E),Step 6: Cross Matches,4,3,4,18,0,15,100.0%,16.7%,❌ Diff: RDP=4 vs Santa=3,22,7,15,95_Recombination events.csv|4936,4936,95_Recombination events.csv,7914,10000,['43'],1000,0.000025,0.01,0.1,5000,50,7918,9948,7918-9282 | 9283-9948,['43'] | ['43'],['34'] | ['34'],"['21', '7', '11'] | ['16', '18', '10', '11']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3.0,4.0,None,0.0,✅ Yes,✅ Yes,"3, 4",7914-10000,100.0%,100.0%,100,100,,,,,,,,,,100,94.4,5,3,4,100,"4,3",✅ Start+End
117,118,1,97.69307923771314,69,4989,2,Standard_Match,Step 1: Approximate,5,4,5,13,0,9,100.0%,30.8%,❌ Diff: RDP=5 vs Santa=4,18,9,9,69_Recombination events.csv|4989,4989,69_Recombination events.csv,2841,10000,['6'],1000,0.000025,0.01,0.1,5000,50,2832,9960,2832-9960,['6'],"['41', '3', '1']",['20'],9,40,49,99.4412627461936,2841,710.2,25,Exact Recombinant Match,,56.88825254923872,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2841-10000,99.4%,100.0%,0,99.4412627461936,,,,,,,,,,100,95.1,0,1,7,0,2,❌ None
118,119,3,97.67561983471074,13,4904,4,Standard_Match,Step 1: Approximate,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,13_Recombination events.csv|4904,4904,13_Recombination events.csv,8535,9678,"['10', '15']",1000,0.000025,0.01,0.1,5000,50,8526,9746,8526-9746,"['10', '15']",['37'],['28'],9,68,77,100,1143,285.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8535-9678,100.0%,100.0%,0,100,,,,,,,,,,100,92.3,0,1,7,0,4,❌ None
119,120,2,97.65868886576482,91,4933,2,Standard_Match,Step 1: Approximate,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,91_Recombination events.csv|4933,4933,91_Recombination events.csv,3915,7260,['26'],1000,0.000025,0.01,0.1,5000,50,3833,7262,3833-7262,['26'],['36'],['23'],82,2,84,100,3345,836.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3915-7260,100.0%,100.0%,0,100,,,,,,,,,,100,91.6,0,1,7,0,2,❌ None
120,121,1,97.61904761904762,17,4389,1,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,7,16,2,11,71.4%,31.2%,✅ Equal,23,10,13,17_Recombination events.csv|4389,4389,17_Recombination events.csv,7305,10000,"['1', '10', '11', '14', '16', '2', '20', '25', '30', '31', '36', '37', '45', '46', '48', '5']",1000,0.000025,0.01,0.1,5000,50,7306,9991,7306-9991,"['16', '2', '10', '31', '37', '14']","['18', '27', '40', '28', '26', '39', '42', '43', '44', '7', '33', '8', '9']","['5', '46', '20', '11', '1', '45', '36', '25', '30', '48']",1,9,10,99.6,,,,,✅ Complete (6/6),58.92,37.5,6/6,100,16,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7305-10000,99.6%,100.0%,0,99.6,,,,,,,,,,66.66666666666666,99,0,1,2,0,1,❌ None
121,122,2,97.54262788365095,79,4872,2,Standard_Match,Step 1: Approximate,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14,79_Recombination events.csv|4872,4872,79_Recombination events.csv,2286,10000,['6'],1000,0.000025,0.01,0.1,5000,50,2296,9958,2296-9958,['6'],['5'],['40'],10,42,52,99.32590095929478,2286,571.5,25,Exact Recombinant Match,,56.865180191858954,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2286-10000,99.3%,100.0%,0,99.32590095929478,,,,,,,,,,100,94.8,0,1,7,0,2,❌ None
122,123,1,97.53272910372608,58,4953,3,Standard_Match,Step 1: Approximate,4,4,5,21,1,17,80.0%,19.0%,✅ Equal,26,8,18,58_Recombination events.csv|4953,4953,58_Recombination events.csv,4500,7863,['50'],1000,0.000025,0.01,0.1,5000,50,4500,7919,4500-7919,['50'],"['35', '21']","['46', '37', '36']",0,56,56,100,3363,840.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,4500-7863,100.0%,100.0%,0,100,,,,,,,,,,100,94.4,0,1,7,0,3,❌ None
123,124,2,97.42376445846477,20,4980,"4, 5",Multiple Start Match (2 RDPs),Step 6: Cross Matches,5,4,5,14,0,10,100.0%,28.6%,❌ Diff: RDP=5 vs Santa=4,19,9,10,20_Recombination events.csv|4980,4980,20_Recombination events.csv,945,7722,"['30', '50']",1000,0.000025,0.01,0.1,5000,50,971,7794,971-7794 | 972-3456,"['30', '50'] | ['30', '50']","['18', '40', '38', '37', '17', '34', '26', '28', '11', '10', '15', '36', '31', '19', '12', '9'] | ['33', '8']","['33', '21', '24', '3', '20', '1', '39', '45', '25', '7', '13', '14', '8', '23'] | ['18', '40', '38', '37', '17', '34', '26', '28', '11', '10', '15', '36', '31', '19', '12', '9']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,5.0,4.0,None,0.0,✅ Yes,✅ Yes,"4, 5",945-7722,100.0%,100.0%,100,100,,,,,,,,,,100,90.2,5,3,8,100,"4,5",✅ Start+End
124,125,3,97.3069105691057,19,4934,1,Standard_Match,Step 1: Approximate,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,19_Recombination events.csv|4934,4934,19_Recombination events.csv,8283,10000,['8'],1000,0.000025,0.01,0.1,5000,50,8236,9978,8236-9978,['8'],['1'],"['5', '47', '20', '28', '45', '10', '44', '14', '23', '9', '40', '46', '17', '42', '39', '50', '36', '33', '12', '22', '3', '48', '43', '4', '18', '25', '30', '31', '7']",47,22,69,98.71869539895167,1717,429.2,25,Exact Recombinant Match,,56.74373907979033,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8283-10000,98.7%,100.0%,0,98.71869539895167,,,,,,,,,,100,93.1,0,1,7,0,1,❌ None
125,126,2,97.1859296482412,88,4884,1,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4,88_Recombination events.csv|4884,4884,88_Recombination events.csv,2631,10000,['31'],1000,0.000025,0.01,0.1,5000,50,2634,9942,2634-9942,['31'],['29'],"['18', '24', '35', '48', '44', '13']",3,58,61,99.2,,,,,🎯 Perfect (1/1),56.84,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2631-10000,99.2%,100.0%,0,99.2,,,,,,,,,,100,93.9,0,1,3,0,1,❌ None
126,127,2,97.12230215827338,89,4962,1,Standard_Match,Step 1: Approximate,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10,89_Recombination events.csv|4962,4962,89_Recombination events.csv,4383,10000,['19'],1000,0.000025,0.01,0.1,5000,50,4388,9922,4388-9922,['19'],"['2', '33', '10']","['46', '7']",5,78,83,98.52234288766245,4383,1095.8,25,Exact Recombinant Match,,56.704468577532495,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4383-10000,98.5%,100.0%,0,98.52234288766245,,,,,,,,,,100,91.7,0,1,7,0,1,❌ None
127,128,2,97.07366296670031,29,4954,4,Standard_Match,Step 1: Approximate,5,4,11,24,6,20,45.5%,16.7%,❌ Diff: RDP=5 vs Santa=4,35,9,26,29_Recombination events.csv|4954,4954,29_Recombination events.csv,3111,10000,['22'],1000,0.000025,0.01,0.1,5000,50,3168,9990,3168-9990,['22'],"['18', '5', '35', '49', '43', '31', '14']","['40', '16', '1', '10', '36', '15', '48', '44', '32']",57,10,67,99.02743504137031,3111,777.8,25,Exact Recombinant Match,,56.80548700827406,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3111-10000,99.0%,100.0%,0,99.02743504137031,,,,,,,,,,100,93.3,0,1,7,0,4,❌ None
128,129,3,96.87184661957619,29,4990,7,Standard_Match,Step 1: Approximate,5,4,11,24,6,20,45.5%,16.7%,❌ Diff: RDP=5 vs Santa=4,35,9,26,29_Recombination events.csv|4990,4990,29_Recombination events.csv,8442,10000,['26'],1000,0.000025,0.01,0.1,5000,50,8441,9930,8441-9930,['26'],"['18', '31', '43']","['46', '47']",1,70,71,95.50706033376123,1558,389.5,25,Exact Recombinant Match,,56.101412066752246,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,8442-10000,95.5%,100.0%,0,95.50706033376123,,,,,,,,,,100,92.9,0,1,7,0,7,❌ None
129,130,2,96.63654618473896,18,4971,4,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,25,1,19,85.7%,24.0%,✅ Equal,32,12,20,18_Recombination events.csv|4971,4971,18_Recombination events.csv,5004,10000,"['22', '7']",1000,0.000025,0.01,0.1,5000,50,4965,9968,4965-9968,"['22', '7']",['19'],"['46', '36']",39,32,71,99.4,,,,,✅ Complete (2/2),56.88,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5004-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,92.9,0,1,3,0,4,❌ None
130,131,1,96.62162162162161,31,4858,1,Standard_Match,Step 1: Approximate,3,3,3,11,0,8,100.0%,27.3%,✅ Equal,14,6,8,31_Recombination events.csv|4858,4858,31_Recombination events.csv,480,6957,['34'],1000,0.000025,0.01,0.1,5000,50,552,6926,552-6926,['34'],['44'],['40'],72,31,103,98.40975760382892,3523,880.8,25,Exact Recombinant Match,,56.681951520765786,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,480-6957,98.4%,100.0%,0,98.40975760382892,,,,,,,,,,100,89.7,0,1,7,0,1,❌ None
131,132,2,96.497461928934,94,4782,2,Standard_Match,Step 1: Approximate,2,2,2,15,0,13,100.0%,13.3%,✅ Equal,17,4,13,94_Recombination events.csv|4782,4782,94_Recombination events.csv,4998,6813,"['18', '29']",1000,0.000025,0.01,0.1,5000,50,4974,6873,4974-6873,"['18', '29']","['39', '15', '30', '36', '33']","['11', '43', '37', '44', '13']",24,60,84,100,1815,453.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4998-6813,100.0%,100.0%,0,100,,,,,,,,,,100,91.6,0,1,7,0,2,❌ None
132,133,2,96.42857142857142,30,4845,2,Standard_Match,Step 1: Approximate,2,2,2,19,0,17,100.0%,10.5%,✅ Equal,21,4,17,30_Recombination events.csv|4845,4845,30_Recombination events.csv,3951,6861,['47'],1000,0.000025,0.01,0.1,5000,50,3796,6757,3796-6757,['47'],"['45', '40']",['2'],155,104,259,96.42611683848797,2910,727.5,25,Exact Recombinant Match,,54.2852233676976,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3951-6861,96.4%,100.0%,0,96.42611683848797,,,,,,,,,,100,74.1,0,1,7,0,2,❌ None
133,134,3,96.38916750250752,77,4994,4,Standard_Match,Step 1: Approximate,3,3,4,18,1,15,75.0%,16.7%,✅ Equal,22,6,16,77_Recombination events.csv|4994,4994,77_Recombination events.csv,183,10000,['19'],1000,0.000025,0.01,0.1,5000,50,222,9964,222-9964,['19'],"['5', '21', '47', '28', '16', '10', '49', '44', '9', '40', '46', '24', '17', '42', '39', '1', '11', '50', '8', '12', '27', '38', '22', '13', '4', '32', '18', '29', '6', '25', '7']","['45', '43']",39,36,75,99.23601915045329,183,45.8,25,Exact Recombinant Match,,56.84720383009066,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,183-10000,99.2%,100.0%,0,99.23601915045329,,,,,,,,,,100,92.5,0,1,7,0,4,❌ None
134,135,3,96.23115577889448,88,4844,3,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4,88_Recombination events.csv|4844,4844,88_Recombination events.csv,8337,9249,"['14', '7']",1000,0.000025,0.01,0.1,5000,50,8260,9246,8260-9246,"['14', '7']","['18', '27', '46', '21', '24', '47', '35', '34', '1', '44', '48', '31', '13']","['5', '40', '29', '20', '26', '6', '23', '36', '25', '32', '30', '19', '33', '4', '12', '9']",77,3,80,99.7,,,,,✅ Complete (2/2),56.94,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8337-9249,99.7%,100.0%,0,99.7,,,,,,,,,,100,92,0,1,3,0,3,❌ None
135,136,3,95.90309389707585,45,4741,2,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,26,0,21,100.0%,19.2%,✅ Equal,31,10,21,45_Recombination events.csv|4741,4741,45_Recombination events.csv,7500,10000,"['1', '11', '12', '18', '19', '20', '21', '22', '23', '24', '25', '27', '30', '32', '33', '34', '35', '37', '4', '41', '42', '47', '49', '50', '6', '8']",1000,0.000025,0.01,0.1,5000,50,7500,9992,7500-9992,"['21', '47', '20', '49', '37', '19', '23', '24', '42', '50', '11', '1', '33', '12', '27', '22', '34', '35', '32', '4', '18', '41', '6', '25', '30', '8']","['5', '38', '46', '29', '17', '3', '26', '28', '10', '36', '31', '7', '9']","['45', '2', '14']",0,8,8,99.7,,,,,✅ Complete (26/26),58.94,100,26/26,100,26,26,26/26,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7500-10000,99.7%,100.0%,0,99.7,,,,,,,,,,92.3076923076923,99.2,0,1,2,0,2,❌ None
