,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
10,11,1,100,73,5050,1,⭐ Excellent Match (1/1),Step 2: Best Match,3,2,5,10,2,8,60.0%,20.0%,❌ Diff: RDP=3 vs Santa=2,15,5,10,73_Recombination events.csv|5050,5050,73_Recombination events.csv,2244,10000,['19'],1000,0.000025,0.01,0.1,5000,50,2246,9986,2246-9986,['19'],"['47', '48']",['41'],2,14,16,99.8,,,,,🎯 Perfect (1/1),56.96,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2244-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,98.4,0,1,2,0,1,❌ None
11,12,1,100,82,5016,1,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,82_Recombination events.csv|5016,5016,82_Recombination events.csv,708,6849,['34'],1000,0.000025,0.01,0.1,5000,50,704,6848,704-6848,['34'],['41'],['25'],4,1,5,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,708-6849,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,1,0,1,❌ None
12,13,1,100,74,4944,1,Standard_Match,Step 1: Approximate,3,3,3,26,0,23,100.0%,11.5%,✅ Equal,29,6,23,74_Recombination events.csv|4944,4944,74_Recombination events.csv,5481,7467,['25'],1000,0.000025,0.01,0.1,5000,50,5477,7462,5477-7462,['25'],['20'],['48'],4,5,9,99.74823766364553,1986,496.5,25,Exact Recombinant Match,,58.9496475327291,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5481-7467,99.7%,100.0%,0,99.74823766364553,,,,,,,,,,100,99.1,0,1,7,0,1,❌ None
13,14,1,100,75,4907,1,Standard_Match,Step 1: Approximate,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9,75_Recombination events.csv|4907,4907,75_Recombination events.csv,4170,8160,"['24', '25', '31', '39', '40', '47']",1000,0.000025,0.01,0.1,5000,50,4178,7962,4178-7962,"['24', '31', '25', '40', '39', '47']","['4', '26', '50', '7', '41', '10', '12', '29', '35', '46', '28', '5', '27', '8', '43', '22', '42']","['3', '2']",8,198,206,94.83709273182957,3990,997.5,25,Exact Recombinant Match,,53.96741854636592,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4170-8160,94.8%,100.0%,0,94.83709273182957,,,,,,,,,,100,79.4,0,1,7,0,1,❌ None
14,15,1,100,50,5051,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,6,17,1,12,83.3%,29.4%,✅ Equal,23,10,13,50_Recombination events.csv|5051,5051,50_Recombination events.csv,8148,10000,"['14', '22']",1000,0.000025,0.01,0.1,5000,50,8156,9980,8156-9980,"['14', '22']",['20'],['6'],8,20,28,98.5,,,,,✅ Complete (2/2),56.7,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8148-10000,98.5%,100.0%,0,98.5,,,,,,,,,,100,97.2,0,1,3,0,4,❌ None
15,16,1,100,28,5138,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8,28_Recombination events.csv|5138,5138,28_Recombination events.csv,6330,9954,['24'],1000,0.000025,0.01,0.1,5000,50,6323,9840,6323-9840,['24'],"['39', '2', '45', '28']","['27', '14', '36']",7,114,121,96.9,,,,,🎯 Perfect (1/1),54.38,100,1/1,100,1,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6330-9954,96.9%,100.0%,0,96.9,,,,,,,,,,100,87.9,0,1,3,0,1,❌ None
16,17,1,100,27,5017,3,Standard_Match,Step 1: Approximate,3,3,4,21,1,18,75.0%,14.3%,✅ Equal,25,6,19,27_Recombination events.csv|5017,5017,27_Recombination events.csv,2847,6987,['42'],1000,0.000025,0.01,0.1,5000,50,2849,6982,2849-6982,['42'],['28'],"['24', '2']",2,5,7,99.83091787439614,4140,1035,25,Exact Recombinant Match,,58.966183574879224,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2847-6987,99.8%,100.0%,0,99.83091787439614,,,,,,,,,,100,99.3,0,1,7,0,3,❌ None
17,18,1,100,26,4903,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,22,0,20,100.0%,9.1%,✅ Equal,24,4,20,26_Recombination events.csv|4903,4903,26_Recombination events.csv,1848,10000,['2'],1000,0.000025,0.01,0.1,5000,50,1847,9966,1847-9966,['2'],"['33', '4', '31', '17', '3', '13', '28', '8', '43']","['23', '25']",1,34,35,99.6,,,,,🎯 Perfect (1/1),56.92,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1848-10000,99.6%,100.0%,0,99.6,,,,,,,,,,100,96.5,0,1,3,0,1,❌ None
18,19,1,100,78,4936,1,Standard_Match,Step 1: Approximate,1,1,1,19,0,18,100.0%,5.3%,✅ Equal,20,2,18,78_Recombination events.csv|4936,4936,78_Recombination events.csv,2805,10000,['22'],1000,0.000025,0.01,0.1,5000,50,2784,9974,2784-9974,['22'],"['27', '31']",['11'],21,26,47,99.63863794301598,2805,701.2,25,Exact Recombinant Match,,56.9277275886032,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2805-10000,99.6%,100.0%,0,99.63863794301598,,,,,,,,,,100,95.3,0,1,7,0,1,❌ None
19,20,1,100,79,4956,1,Standard_Match,Step 1: Approximate,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14,79_Recombination events.csv|4956,4956,79_Recombination events.csv,4278,8835,['24'],1000,0.000025,0.01,0.1,5000,50,4280,8834,4280-8834,['24'],['5'],"['39', '18', '42']",2,1,3,99.9341672152732,4557,1139.2,25,Exact Recombinant Match,,58.98683344305464,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4278-8835,99.9%,100.0%,0,99.9341672152732,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
20,21,1,100,67,5017,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,14,0,13,100.0%,7.1%,✅ Equal,15,2,13,67_Recombination events.csv|5017,5017,67_Recombination events.csv,4128,10000,['18'],1000,0.000025,0.01,0.1,5000,50,4100,9952,4100-9952,['18'],['34'],['45'],28,48,76,99.2,,,,,🎯 Perfect (1/1),56.84,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4128-10000,99.2%,100.0%,0,99.2,,,,,,,,,,100,92.4,0,1,3,0,1,❌ None
21,22,1,100,66,5004,3,Standard_Match,Step 1: Approximate,3,3,4,22,1,19,75.0%,13.6%,✅ Equal,26,6,20,66_Recombination events.csv|5004,5004,66_Recombination events.csv,7266,8364,['5'],1000,0.000025,0.01,0.1,5000,50,7258,8364,7258-8364,['5'],"['24', '31', '26', '50', '40', '34', '38', '46', '27', '37']","['29', '36']",8,0,8,100,1098,274.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7266-8364,100.0%,100.0%,0,100,,,,,,,,,,100,99.2,0,1,7,0,3,❌ None
22,23,1,100,37,4372,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,11,0,9,100.0%,18.2%,✅ Equal,13,4,9,37_Recombination events.csv|4372,4372,37_Recombination events.csv,5550,6495,"['11', '15', '17', '27', '34', '44', '48', '50']",1000,0.000025,0.01,0.1,5000,50,5541,6391,5541-6391,"['44', '15', '50', '17', '34', '27', '11', '48']","['26', '32', '18', '12', '20', '39', '8', '43', '22']","['47', '2', '23']",9,104,113,89,,,,,✅ Complete (8/8),52.8,100,8/8,100,8,8,8/8,50,98.9,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5550-6495,89.0%,100.0%,0,89,,,,,,,,,,50,88.7,0,1,3,0,1,❌ None
23,24,1,100,38,4657,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,27,0,26,100.0%,3.7%,✅ Equal,28,2,26,38_Recombination events.csv|4657,4657,38_Recombination events.csv,5853,10000,"['21', '32', '37', '44', '5']",1000,0.000025,0.01,0.1,5000,50,5794,9990,5794-9990,"['32', '5', '21', '44', '37']","['15', '50', '12', '35', '20', '27']","['3', '29', '48', '17']",59,10,69,99.8,,,,,✅ Complete (5/5),56.96,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5853-10000,99.8%,100.0%,0,99.8,,,,,,,,,,20,93.1,0,1,3,0,1,❌ None
24,25,1,100,5,4990,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,11,0,7,100.0%,36.4%,✅ Equal,15,8,7,5_Recombination events.csv|4990,4990,5_Recombination events.csv,3717,10000,['41'],1000,0.000025,0.01,0.1,5000,50,3708,9986,3708-9986,['41'],['31'],"['3', '39', '14']",9,14,23,99.8,,,,,🎯 Perfect (1/1),56.96,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3717-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,97.7,0,1,2,0,1,❌ None
25,26,1,100,52,4777,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,52_Recombination events.csv|4777,4777,52_Recombination events.csv,3801,10000,"['1', '10', '19', '24', '26', '29', '3', '32', '33', '41', '44', '6', '8']",1000,0.000025,0.01,0.1,5000,50,3800,9981,3800-9981,"['33', '24', '26', '32', '3', '41', '6', '10', '29', '19', '8', '44']",['1'],"['47', '21']",1,19,20,99.7,,,,,✅ Complete (12/12),56.94,92.3,12/12,100,13,12,12/12,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3801-10000,99.7%,100.0%,0,99.7,,,,,,,,,,75,98,0,1,2,0,1,❌ None
26,27,1,100,49,4677,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5,49_Recombination events.csv|4677,4677,49_Recombination events.csv,1527,3702,"['15', '17', '2', '22', '24', '26', '32', '4', '44', '6']",1000,0.000025,0.01,0.1,5000,50,1531,3686,1531-3686,"['44', '15', '4', '24', '26', '17', '32', '2', '6', '22']","['36', '25', '40', '47', '14', '18', '10', '38', '49', '28', '1', '8', '11']","['50', '3', '20', '21', '27', '43']",4,16,20,99.1,,,,,✅ Complete (10/10),56.82,100,10/10,100,10,10,10/10,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1527-3702,99.1%,100.0%,0,99.1,,,,,,,,,,60,98,0,1,2,0,1,❌ None
27,28,1,100,53,5017,3,Standard_Match,Step 1: Approximate,5,5,8,22,3,17,62.5%,22.7%,✅ Equal,30,10,20,53_Recombination events.csv|5017,5017,53_Recombination events.csv,960,10000,['34'],1000,0.000025,0.01,0.1,5000,50,955,9986,955-9986,['34'],"['6', '23']","['38', '10', '28']",5,14,19,99.84513274336283,960,240,25,Exact Recombinant Match,,56.969026548672566,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,960-10000,99.8%,100.0%,0,99.84513274336283,,,,,,,,,,100,98.1,0,1,7,0,3,❌ None
28,29,1,100,55,5033,1,Standard_Match,Step 1: Approximate,4,4,4,28,0,24,100.0%,14.3%,✅ Equal,32,8,24,55_Recombination events.csv|5033,5033,55_Recombination events.csv,2373,6027,['40'],1000,0.000025,0.01,0.1,5000,50,2365,6030,2365-6030,['40'],['33'],"['24', '14', '29', '49', '21', '39', '16']",8,3,11,100,3654,913.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2373-6027,100.0%,100.0%,0,100,,,,,,,,,,100,98.9,0,1,7,0,1,❌ None
29,30,1,100,47,4883,3,Standard_Match,Step 1: Approximate,3,3,3,19,0,16,100.0%,15.8%,✅ Equal,22,6,16,47_Recombination events.csv|4883,4883,47_Recombination events.csv,1749,3129,"['29', '3']",1000,0.000025,0.01,0.1,5000,50,1765,3143,1765-3143,"['29', '3']","['45', '38', '4', '23']","['24', '27', '17', '34', '19', '21', '5', '1', '43', '9', '44']",16,14,30,98.84057971014492,1380,345,25,Exact Recombinant Match,,56.768115942028984,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1749-3129,98.8%,100.0%,0,98.84057971014492,,,,,,,,,,100,97,0,1,7,0,3,❌ None
30,31,1,100,46,4764,3,Standard_Match,Step 1: Approximate,4,4,6,15,2,11,66.7%,26.7%,✅ Equal,21,8,13,46_Recombination events.csv|4764,4764,46_Recombination events.csv,3090,7029,"['39', '6']",1000,0.000025,0.01,0.1,5000,50,3114,7027,3114-7027,"['39', '6']","['30', '8']","['32', '50', '3', '18', '34', '10', '48']",24,2,26,99.33993399339934,3939,984.8,25,Exact Recombinant Match,,56.867986798679866,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3090-7029,99.3%,100.0%,0,99.33993399339934,,,,,,,,,,100,97.4,0,1,7,0,3,❌ None
31,32,1,100,6,4909,1,Standard_Match,Step 1: Approximate,6,6,9,21,3,15,66.7%,28.6%,✅ Equal,30,12,18,6_Recombination events.csv|4909,4909,6_Recombination events.csv,2670,5682,"['29', '40', '47']",1000,0.000025,0.01,0.1,5000,50,2676,5684,2676-5684,"['29', '40', '47']","['35', '41']",['48'],6,2,8,99.800796812749,3012,753,25,Exact Recombinant Match,,58.9601593625498,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2670-5682,99.8%,100.0%,0,99.800796812749,,,,,,,,,,100,99.2,0,1,7,0,1,❌ None
32,33,1,100,43,4957,6,Standard_Match,Step 1: Approximate,5,5,6,12,1,7,83.3%,41.7%,✅ Equal,18,10,8,43_Recombination events.csv|4957,4957,43_Recombination events.csv,3573,5832,['37'],1000,0.000025,0.01,0.1,5000,50,3564,5836,3564-5836,['37'],"['15', '4', '31', '32', '25', '7', '2', '6', '10', '12', '14', '18', '29', '34', '35', '49', '39', '36']","['5', '1', '21', '42']",9,4,13,100,2259,564.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3573-5832,100.0%,100.0%,0,100,,,,,,,,,,100,98.7,0,1,7,0,6,❌ None
33,34,1,100,60,4685,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,17,0,15,100.0%,11.8%,✅ Equal,19,4,15,60_Recombination events.csv|4685,4685,60_Recombination events.csv,3639,7800,"['24', '27', '3', '35', '4', '40', '43', '46']",1000,0.000025,0.01,0.1,5000,50,3577,7806,3577-7806,"['24', '3', '35', '46', '27', '43']","['36', '17', '10', '12', '8', '11', '42']","['32', '50', '34', '49', '19', '47', '16', '37', '15', '31', '40', '2', '48', '4', '25', '7', '41', '6', '38', '13', '5', '9', '44']",62,6,68,100,,,,,✅ Complete (6/6),57,75,6/6,100,8,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3639-7800,100.0%,100.0%,0,100,,,,,,,,,,66.66666666666666,93.2,0,1,3,0,1,❌ None
34,35,1,100,42,4809,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,20,1,16,80.0%,20.0%,✅ Equal,25,8,17,42_Recombination events.csv|4809,4809,42_Recombination events.csv,6414,10000,['40'],1000,0.000025,0.01,0.1,5000,50,6418,9992,6418-9992,['40'],"['8', '5']","['50', '49', '28', '39', '11', '37']",4,8,12,99.7,,,,,🎯 Perfect (1/1),58.94,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6414-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,98.8,0,1,2,0,2,❌ None
35,36,1,100,63,5070,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,3,18,1,16,66.7%,11.1%,✅ Equal,21,4,17,63_Recombination events.csv|5070,5070,63_Recombination events.csv,6645,10000,['44'],1000,0.000025,0.01,0.1,5000,50,6646,9984,6646-9984,['44'],"['2', '6']","['49', '42']",1,16,17,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6645-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,98.3,0,1,2,0,1,❌ None
36,37,1,100,41,4777,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,16,0,13,100.0%,18.8%,✅ Equal,19,6,13,41_Recombination events.csv|4777,4777,41_Recombination events.csv,8721,10000,['46'],1000,0.000025,0.01,0.1,5000,50,8686,9992,8686-9992,['46'],"['15', '4', '26', '25', '10', '12', '38', '39', '20', '13', '22', '27', '23', '37']","['33', '24', '14', '34', '5', '29', '49', '48', '28', '8', '44']",35,8,43,99.4,,,,,🎯 Perfect (1/1),56.88,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8721-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,95.7,0,1,3,0,1,❌ None
